,,,,,,,,
My Menu,My Menu 1,,,,,,
My Menu,My Menu 2,,,,,,
My Menu,My Menu 3,,,,,,
Shooting,Shutter / Silent,Silent Mode Settings,Target Function Settings,Auto Pixel Mapping,Not Target,,
Shooting,Shutter / Silent,Silent Mode Settings,Target Function Settings,Auto Pixel Mapping,Off,,
Shooting,Shutter / Silent,Shutter Type,Mechanical Shutter,,,,
Shooting,Shutter / Silent,Shutter Type,Electronic Shutter,,,,
Shooting,Shutter / Silent,e-Front Curtain Shut.,?,,,,
Shooting,Shutter / Silent,Release w/o Lens,Enable,,,,
Shooting,Shutter / Silent,Release w/o Lens,Disable,,,,
Shooting,Shutter / Silent,Release w/o Card,Enable,,,,
Shooting,Shutter / Silent,Release w/o Card,Disable,,,,
Shooting,Shutter / Silent,Anti-flicker Set.,Anti-flicker Shoot.,Off,?,,
Shooting,Shutter / Silent,Anti-flicker Set.,Var. Shutter,On,,,
Shooting,Shutter / Silent,Anti-flicker Set.,Var. Shutter,Off,,,
Shooting,Shutter / Silent,Anti-flicker Set.,Var. Shutter Set.,?,,,
Shooting,Image Stabilization,SteadyShot,On,,,,
Shooting,Image Stabilization,SteadyShot,Off,,,,
Shooting,Image Stabilization,SteadyShot Adjust,Manual,?,,,
Shooting,Image Stabilization,Focal Length,8-1000mm,,,,
Shooting,Zoom,Zoom,?,,,,
Shooting,Zoom,Zoom Range,Optical zoom only,?,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed STBY,1 (Slow),,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed STBY,2,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed STBY,3,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed STBY,4,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed STBY,5,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed STBY,6,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed STBY,7,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed STBY,8 (Fast),,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed REC,1 (Slow),,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed REC,2,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed REC,3,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed REC,4,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed REC,5,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed REC,6,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed REC,7,,,
Shooting,Zoom,Custom Key Z. Speed,Fixed Speed REC,8 (Fast),,,
Shooting,Zoom,Remote Zoom Speed,Speed Type,Variable,,,
Shooting,Zoom,Remote Zoom Speed,Speed Type,Fix,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed STBY,1 (Slow),,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed STBY,2,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed STBY,3,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed STBY,4,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed STBY,5,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed STBY,6,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed STBY,7,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed STBY,8 (Fast),,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed REC,1 (Slow),,,
